label,last_round,last_auroc,last_auprc,last_ece,last_nll,last_brier,last_threshold,last_acc,last_f1,last_precision,last_recall,best_auroc_round,best_auroc_value,best_auprc_round,best_auprc_value,best_ece_round,best_ece_value,best_nll_round,best_nll_value,best_brier_round,best_brier_value
FedAvg,100,0.7460191886458372,0.7060960595873089,0.0262404040756035,0.5899218283788867,0.202275644766159,0.4522608961051588,0.6833733493397359,0.6465661641541038,0.6450534759358288,0.6480859637340497,100,0.7460191886458372,100,0.7060960595873089,24,0.0160073581052288,100,0.5899218283788867,100,0.202275644766159
FedBE,100,0.6679622349025792,0.6369193174936278,0.0490706116001475,0.6447428545941597,0.2267982721457279,0.5250839610179928,0.6362545018007203,0.5608695652173913,0.6089693154996066,0.5198119543317663,75,0.6702244384302027,71,0.6408218855807342,92,0.0391632550715692,92,0.6426440840684958,92,0.2257779214909793
